id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1092089769137477639,Lovely DC Stay w/ Equipped Kitchen & Rooftop,561894308,Global Luxury Suites,,"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522,Entire home/apt,241,1,8,2025-05-25,0.25,35,363,1,Exempt
1092089776795920351,"Walkable Cap Hill 1BR nr H Str, Union Station",561894308,Global Luxury Suites,,"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522,Entire home/apt,,1,31,2025-03-31,1.44,35,363,2,Exempt
1092089784652620621,Historic Capitol Hill 1BR w/ Stylish Kitchen & AC,561894308,Global Luxury Suites,,"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522,Entire home/apt,171,1,24,2025-09-05,0.83,35,363,16,Exempt
1092089793191494935,nr Target & Trader Joes! City Center 1BR in Noma,561894308,Global Luxury Suites,,"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522,Entire home/apt,,1,20,2024-12-29,0.96,35,363,13,Exempt
1092089801875550171,Luxurious 1BR in Capitol Hill | Kitchen & W/D,561894308,Global Luxury Suites,,"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522,Entire home/apt,,1,25,2025-06-20,0.84,35,363,7,Exempt
1092089817215006495,"Spacious 1BR in Walkable DC, Pet-friendly",561894308,Global Luxury Suites,,"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522,Entire home/apt,181,1,37,2025-08-28,1.16,35,363,29,Exempt
1092089826970334074,3 Blocks from Harris Teeter | 1DelBR w/ Gym & Pool,561894308,Global Luxury Suites,,"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522,Entire home/apt,,1,15,2024-04-07,0.47,35,363,0,Exempt
1092089838001819825,"Spacious 2BR in NoMa, Perfect for Families",561894308,Global Luxury Suites,,"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522,Entire home/apt,,1,12,2025-08-20,0.39,35,363,3,Exempt
1092091371900294188,Close to DC Landmarks! 2BR nr US Capitol,561894308,Global Luxury Suites,,"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522,Entire home/apt,,1,2,2023-03-21,0.06,35,363,0,Exempt
1092091379332852736,Sleek Cap Hill 2BR | Upscale Amenities,561894308,Global Luxury Suites,,"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522,Entire home/apt,241,1,156,2025-09-07,5.02,35,363,113,Exempt
1092091388374841199,Overlook City Center Views 1BR | Private Balcony,561894308,Global Luxury Suites,,"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522,Entire home/apt,,1,4,2024-07-06,0.11,35,363,0,Exempt
1092091396321008165,Execllent DC Location | 2BR Near Washington Mall,561894308,Global Luxury Suites,,"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522,Entire home/apt,192,1,38,2025-07-22,1.82,35,363,12,Exempt
